unit,tra_meas,destination,date,passengers
Passenger,Passengers on board (arrivals),GENEVA,2014-04-01,7026
Passenger,Passengers on board (arrivals),ZURICH,2014-04-01,16841
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2014-04-01,14794
Passenger,Passengers on board (arrivals),MUENCHEN,2014-04-01,18495
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2014-04-01,6578
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2014-04-01,3987
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2014-04-01,13213
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2014-04-01,3336
Passenger,Passengers on board (arrivals),GRAN CANARIA,2014-04-01,3516
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2014-04-01,3242
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2014-04-01,9424
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2014-04-01,4986
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2014-04-01,5848
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2014-04-01,11506
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2014-04-01,5349
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2014-04-01,8705
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2014-04-01,14619
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2014-04-01,5675
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2014-04-01,3469
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2014-04-01,17936
Passenger,Passengers on board (arrivals),PORTO,2014-04-01,15140
Passenger,Passengers on board (arrivals),LISBOA,2014-04-01,19024
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2014-04-01,2919
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2014-04-01,4660
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2014-04-01,4816
Passenger,Passengers on board (arrivals),ISTANBUL/ATATURK,2014-04-01,8274
Passenger,Passengers on board (arrivals),LONDON GATWICK,2014-04-01,10117
Passenger,Passengers on board (arrivals),LONDON/CITY,2014-04-01,23163
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2014-04-01,16769
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2014-01-01,8153
Passenger,Passengers on board (arrivals),GENEVA,2014-01-01,6752
Passenger,Passengers on board (arrivals),ZURICH,2014-01-01,14073
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2014-01-01,13469
Passenger,Passengers on board (arrivals),MUENCHEN,2014-01-01,16043
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2014-01-01,5165
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2014-01-01,2835
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2014-01-01,8470
Passenger,Passengers on board (arrivals),GRAN CANARIA,2014-01-01,3699
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2014-01-01,4565
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2014-01-01,3601
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2014-01-01,4412
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2014-01-01,1656
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2014-01-01,652
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2014-01-01,3771
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2014-01-01,7775
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2014-01-01,13104
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2014-01-01,4116
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2014-01-01,2466
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2014-01-01,15099
Passenger,Passengers on board (arrivals),PORTO,2014-01-01,12852
Passenger,Passengers on board (arrivals),LISBOA,2014-01-01,13826
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2014-01-01,2070
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2014-01-01,1369
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2014-01-01,0
Passenger,Passengers on board (arrivals),ISTANBUL/ATATURK,2014-01-01,5046
Passenger,Passengers on board (arrivals),LONDON GATWICK,2014-01-01,6888
Passenger,Passengers on board (arrivals),LONDON/CITY,2014-01-01,22726
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2014-01-01,13636
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2013-10-01,9134
Passenger,Passengers on board (arrivals),GENEVA,2013-10-01,6612
Passenger,Passengers on board (arrivals),ZURICH,2013-10-01,14285
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2013-10-01,14274
Passenger,Passengers on board (arrivals),MUENCHEN,2013-10-01,18084
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2013-10-01,5705
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2013-10-01,9475
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2013-10-01,2621
Passenger,Passengers on board (arrivals),GRAN CANARIA,2013-10-01,3646
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2013-10-01,3719
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2013-10-01,5003
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2013-10-01,4292
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2013-10-01,2377
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2013-10-01,3719
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2013-10-01,3928
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2013-10-01,8051
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2013-10-01,12652
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2013-10-01,4314
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2013-10-01,2281
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2013-10-01,15497
Passenger,Passengers on board (arrivals),PORTO,2013-10-01,12180
Passenger,Passengers on board (arrivals),LISBOA,2013-10-01,8966
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2013-10-01,2413
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2013-10-01,3051
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2013-10-01,3081
Passenger,Passengers on board (arrivals),ISTANBUL/ATATURK,2013-10-01,5611
Passenger,Passengers on board (arrivals),LONDON GATWICK,2013-10-01,9146
Passenger,Passengers on board (arrivals),LONDON/CITY,2013-10-01,22533
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2013-10-01,15280
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2013-07-01,8380
Passenger,Passengers on board (arrivals),GENEVA,2013-07-01,5268
Passenger,Passengers on board (arrivals),ZURICH,2013-07-01,14813
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2013-07-01,16330
Passenger,Passengers on board (arrivals),MUENCHEN,2013-07-01,18203
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2013-07-01,6860
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2013-07-01,8142
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2013-07-01,3250
Passenger,Passengers on board (arrivals),GRAN CANARIA,2013-07-01,3276
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2013-07-01,4040
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2013-07-01,10844
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2013-07-01,4056
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2013-07-01,5438
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2013-07-01,20186
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2013-07-01,5605
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2013-07-01,8535
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2013-07-01,12352
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2013-07-01,5475
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2013-07-01,3156
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2013-07-01,15882
Passenger,Passengers on board (arrivals),PORTO,2013-07-01,15787
Passenger,Passengers on board (arrivals),LISBOA,2013-07-01,8578
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2013-07-01,4594
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2013-07-01,8549
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2013-07-01,10523
Passenger,Passengers on board (arrivals),ISTANBUL/ATATURK,2013-07-01,5478
Passenger,Passengers on board (arrivals),LONDON GATWICK,2013-07-01,9724
Passenger,Passengers on board (arrivals),LONDON/CITY,2013-07-01,21310
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2013-07-01,16526
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2013-04-01,9294
Passenger,Passengers on board (arrivals),GENEVA,2013-04-01,6550
Passenger,Passengers on board (arrivals),ZURICH,2013-04-01,16167
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2013-04-01,15299
Passenger,Passengers on board (arrivals),MUENCHEN,2013-04-01,19229
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2013-04-01,8667
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2013-04-01,8358
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2013-04-01,3185
Passenger,Passengers on board (arrivals),GRAN CANARIA,2013-04-01,3418
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2013-04-01,2922
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2013-04-01,7498
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2013-04-01,4639
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2013-04-01,4503
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2013-04-01,10995
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2013-04-01,5528
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2013-04-01,8368
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2013-04-01,12122
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2013-04-01,5679
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2013-04-01,3491
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2013-04-01,17353
Passenger,Passengers on board (arrivals),PORTO,2013-04-01,10708
Passenger,Passengers on board (arrivals),LISBOA,2013-04-01,7996
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2013-04-01,4007
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2013-04-01,2740
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2013-04-01,3662
Passenger,Passengers on board (arrivals),ISTANBUL/ATATURK,2013-04-01,313
Passenger,Passengers on board (arrivals),LONDON GATWICK,2013-04-01,8190
Passenger,Passengers on board (arrivals),LONDON/CITY,2013-04-01,24387
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2013-04-01,15677
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2013-01-01,6831
Passenger,Passengers on board (arrivals),GENEVA,2013-01-01,6420
Passenger,Passengers on board (arrivals),ZURICH,2013-01-01,13594
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2013-01-01,11831
Passenger,Passengers on board (arrivals),MUENCHEN,2013-01-01,17290
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2013-01-01,5843
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2013-01-01,5524
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2013-01-01,2007
Passenger,Passengers on board (arrivals),GRAN CANARIA,2013-01-01,3563
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2013-01-01,4018
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2013-01-01,3480
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2013-01-01,3711
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2013-01-01,1317
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2013-01-01,1002
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2013-01-01,3343
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2013-01-01,6837
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2013-01-01,7078
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2013-01-01,3625
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2013-01-01,2585
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2013-01-01,13073
Passenger,Passengers on board (arrivals),PORTO,2013-01-01,11194
Passenger,Passengers on board (arrivals),LISBOA,2013-01-01,7251
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2013-01-01,1994
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2013-01-01,1265
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2013-01-01,0
Passenger,Passengers on board (arrivals),LONDON GATWICK,2013-01-01,5962
Passenger,Passengers on board (arrivals),LONDON/CITY,2013-01-01,19348
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2013-01-01,13282
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2012-10-01,7650
Passenger,Passengers on board (arrivals),GENEVA,2012-10-01,6643
Passenger,Passengers on board (arrivals),ZURICH,2012-10-01,14744
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2012-10-01,13718
Passenger,Passengers on board (arrivals),MUENCHEN,2012-10-01,19129
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2012-10-01,5128
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2012-10-01,7675
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2012-10-01,2502
Passenger,Passengers on board (arrivals),GRAN CANARIA,2012-10-01,3460
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2012-10-01,2749
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2012-10-01,3320
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2012-10-01,3997
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2012-10-01,1981
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2012-10-01,2636
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2012-10-01,3229
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2012-10-01,6878
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2012-10-01,5984
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2012-10-01,4419
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2012-10-01,2489
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2012-10-01,15431
Passenger,Passengers on board (arrivals),PORTO,2012-10-01,11344
Passenger,Passengers on board (arrivals),LISBOA,2012-10-01,6382
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2012-10-01,2682
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2012-10-01,3014
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2012-10-01,2429
Passenger,Passengers on board (arrivals),LONDON/CITY,2012-10-01,20665
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2012-10-01,13536
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2012-07-01,7026
Passenger,Passengers on board (arrivals),GENEVA,2012-07-01,5351
Passenger,Passengers on board (arrivals),ZURICH,2012-07-01,14986
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2012-07-01,15174
Passenger,Passengers on board (arrivals),MUENCHEN,2012-07-01,17619
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2012-07-01,5793
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2012-07-01,5491
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2012-07-01,3342
Passenger,Passengers on board (arrivals),GRAN CANARIA,2012-07-01,3126
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2012-07-01,4216
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2012-07-01,4626
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2012-07-01,3664
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2012-07-01,3433
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2012-07-01,19591
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2012-07-01,5276
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2012-07-01,7105
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2012-07-01,4293
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2012-07-01,6307
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2012-07-01,3363
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2012-07-01,15613
Passenger,Passengers on board (arrivals),PORTO,2012-07-01,16765
Passenger,Passengers on board (arrivals),LISBOA,2012-07-01,7579
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2012-07-01,6910
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2012-07-01,12356
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2012-07-01,9387
Passenger,Passengers on board (arrivals),LONDON/CITY,2012-07-01,18998
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2012-07-01,13529
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2012-04-01,8398
Passenger,Passengers on board (arrivals),GENEVA,2012-04-01,7754
Passenger,Passengers on board (arrivals),ZURICH,2012-04-01,16567
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2012-04-01,15104
Passenger,Passengers on board (arrivals),MUENCHEN,2012-04-01,19403
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2012-04-01,5385
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2012-04-01,7995
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2012-04-01,3102
Passenger,Passengers on board (arrivals),GRAN CANARIA,2012-04-01,3375
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2012-04-01,2435
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2012-04-01,3938
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2012-04-01,4117
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2012-04-01,3979
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2012-04-01,10106
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2012-04-01,4754
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2012-04-01,7379
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2012-04-01,4232
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2012-04-01,6038
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2012-04-01,3235
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2012-04-01,14597
Passenger,Passengers on board (arrivals),PORTO,2012-04-01,11361
Passenger,Passengers on board (arrivals),LISBOA,2012-04-01,5817
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2012-04-01,3454
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2012-04-01,5207
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2012-04-01,2828
Passenger,Passengers on board (arrivals),LONDON/CITY,2012-04-01,21271
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2012-04-01,13168
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2012-01-01,6291
Passenger,Passengers on board (arrivals),GENEVA,2012-01-01,6293
Passenger,Passengers on board (arrivals),ZURICH,2012-01-01,15030
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2012-01-01,12515
Passenger,Passengers on board (arrivals),MUENCHEN,2012-01-01,14782
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2012-01-01,4309
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2012-01-01,5895
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2012-01-01,2363
Passenger,Passengers on board (arrivals),GRAN CANARIA,2012-01-01,3371
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2012-01-01,3480
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2012-01-01,2478
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2012-01-01,3893
Passenger,Passengers on board (arrivals),MALAGA/COSTA DEL SOL,2012-01-01,1587
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2012-01-01,645
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2012-01-01,2929
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2012-01-01,6917
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2012-01-01,3983
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2012-01-01,3269
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2012-01-01,2237
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2012-01-01,12709
Passenger,Passengers on board (arrivals),PORTO,2012-01-01,12669
Passenger,Passengers on board (arrivals),LISBOA,2012-01-01,3677
Passenger,Passengers on board (arrivals),ENFIDHA-HAMMAMET INTERNATIONAL,2012-01-01,1257
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2012-01-01,1825
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2012-01-01,1024
Passenger,Passengers on board (arrivals),LONDON/CITY,2012-01-01,19013
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2012-01-01,11126
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2011-10-01,7182
Passenger,Passengers on board (arrivals),GENEVA,2011-10-01,4207
Passenger,Passengers on board (arrivals),ZURICH,2011-10-01,15676
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2011-10-01,14726
Passenger,Passengers on board (arrivals),MUENCHEN,2011-10-01,15909
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2011-10-01,5054
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2011-10-01,7002
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2011-10-01,927
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2011-10-01,2439
Passenger,Passengers on board (arrivals),GRAN CANARIA,2011-10-01,3431
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2011-10-01,3573
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2011-10-01,2788
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2011-10-01,3685
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2011-10-01,2861
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2011-10-01,3080
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2011-10-01,7517
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2011-10-01,4025
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2011-10-01,4506
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2011-10-01,2286
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2011-10-01,13436
Passenger,Passengers on board (arrivals),PORTO,2011-10-01,12866
Passenger,Passengers on board (arrivals),LISBOA,2011-10-01,3753
Passenger,Passengers on board (arrivals),ENFIDHA ZINE EL ABIDINE BEN ALI,2011-10-01,2676
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2011-10-01,3110
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2011-10-01,2901
Passenger,Passengers on board (arrivals),LONDON/CITY,2011-10-01,19490
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2011-10-01,13874
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2011-07-01,6753
Passenger,Passengers on board (arrivals),GENEVA,2011-07-01,3622
Passenger,Passengers on board (arrivals),ZURICH,2011-07-01,14759
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2011-07-01,15174
Passenger,Passengers on board (arrivals),MUENCHEN,2011-07-01,13879
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2011-07-01,5275
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2011-07-01,6693
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2011-07-01,5509
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2011-07-01,3166
Passenger,Passengers on board (arrivals),GRAN CANARIA,2011-07-01,3283
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2011-07-01,4215
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2011-07-01,4322
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2011-07-01,3486
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2011-07-01,17522
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2011-07-01,5029
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2011-07-01,7214
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2011-07-01,3453
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2011-07-01,5818
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2011-07-01,3262
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2011-07-01,13814
Passenger,Passengers on board (arrivals),PORTO,2011-07-01,16358
Passenger,Passengers on board (arrivals),LISBOA,2011-07-01,5199
Passenger,Passengers on board (arrivals),ENFIDHA ZINE EL ABIDINE BEN ALI,2011-07-01,4184
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2011-07-01,6275
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2011-07-01,10196
Passenger,Passengers on board (arrivals),LONDON/CITY,2011-07-01,18694
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2011-07-01,13561
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2011-04-01,7800
Passenger,Passengers on board (arrivals),GENEVA,2011-04-01,4355
Passenger,Passengers on board (arrivals),ZURICH,2011-04-01,16592
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2011-04-01,14373
Passenger,Passengers on board (arrivals),MUENCHEN,2011-04-01,14791
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2011-04-01,5605
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2011-04-01,8103
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2011-04-01,2648
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2011-04-01,2688
Passenger,Passengers on board (arrivals),GRAN CANARIA,2011-04-01,3557
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2011-04-01,4244
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2011-04-01,3658
