unit,tra_meas,destination,date,passengers
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2011-04-01,3865
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2011-04-01,8843
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2011-04-01,4157
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2011-04-01,8169
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2011-04-01,3998
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2011-04-01,5951
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2011-04-01,2655
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2011-04-01,14235
Passenger,Passengers on board (arrivals),PORTO,2011-04-01,12732
Passenger,Passengers on board (arrivals),LISBOA,2011-04-01,3773
Passenger,Passengers on board (arrivals),ENFIDHA ZINE EL ABIDINE BEN ALI,2011-04-01,3434
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2011-04-01,2336
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2011-04-01,3773
Passenger,Passengers on board (arrivals),LONDON/CITY,2011-04-01,19806
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2011-04-01,12295
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2011-01-01,6741
Passenger,Passengers on board (arrivals),GENEVA,2011-01-01,4327
Passenger,Passengers on board (arrivals),ZURICH,2011-01-01,15003
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2011-01-01,14561
Passenger,Passengers on board (arrivals),MUENCHEN,2011-01-01,8908
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2011-01-01,6828
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2011-01-01,7206
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2011-01-01,1247
Passenger,Passengers on board (arrivals),FUERTEVENTURA,2011-01-01,2151
Passenger,Passengers on board (arrivals),GRAN CANARIA,2011-01-01,4124
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2011-01-01,4475
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2011-01-01,2976
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2011-01-01,3809
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2011-01-01,4583
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2011-01-01,3328
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2011-01-01,8010
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2011-01-01,3726
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2011-01-01,4037
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2011-01-01,3255
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2011-01-01,13170
Passenger,Passengers on board (arrivals),PORTO,2011-01-01,14893
Passenger,Passengers on board (arrivals),LISBOA,2011-01-01,3726
Passenger,Passengers on board (arrivals),ENFIDHA ZINE EL ABIDINE BEN ALI,2011-01-01,399
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2011-01-01,4371
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2011-01-01,2129
Passenger,Passengers on board (arrivals),LONDON/CITY,2011-01-01,19259
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2011-01-01,637
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2010-10-01,7047
Passenger,Passengers on board (arrivals),GENEVA,2010-10-01,3635
Passenger,Passengers on board (arrivals),ZURICH,2010-10-01,14418
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2010-10-01,14273
Passenger,Passengers on board (arrivals),MUENCHEN,2010-10-01,8978
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2010-10-01,6880
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2010-10-01,7595
Passenger,Passengers on board (arrivals),GRAN CANARIA,2010-10-01,3296
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2010-10-01,2693
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2010-10-01,2719
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2010-10-01,3558
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2010-10-01,2474
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2010-10-01,2784
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2010-10-01,7267
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2010-10-01,3858
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2010-10-01,4153
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2010-10-01,3040
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2010-10-01,12317
Passenger,Passengers on board (arrivals),PORTO,2010-10-01,13233
Passenger,Passengers on board (arrivals),LISBOA,2010-10-01,3140
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2010-10-01,3109
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2010-10-01,5129
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2010-10-01,2454
Passenger,Passengers on board (arrivals),LONDON GATWICK,2010-10-01,8375
Passenger,Passengers on board (arrivals),LONDON/CITY,2010-10-01,19075
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2010-07-01,6816
Passenger,Passengers on board (arrivals),GENEVA,2010-07-01,3255
Passenger,Passengers on board (arrivals),ZURICH,2010-07-01,13013
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2010-07-01,14529
Passenger,Passengers on board (arrivals),MUENCHEN,2010-07-01,815
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2010-07-01,11611
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2010-07-01,6767
Passenger,Passengers on board (arrivals),GRAN CANARIA,2010-07-01,3287
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2010-07-01,4162
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2010-07-01,4486
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2010-07-01,3322
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2010-07-01,13970
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2010-07-01,4641
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2010-07-01,7819
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2010-07-01,3476
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2010-07-01,4700
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2010-07-01,3361
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2010-07-01,13068
Passenger,Passengers on board (arrivals),PORTO,2010-07-01,16377
Passenger,Passengers on board (arrivals),LISBOA,2010-07-01,3690
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2010-07-01,9464
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2010-07-01,13065
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2010-07-01,7379
Passenger,Passengers on board (arrivals),LONDON GATWICK,2010-07-01,8359
Passenger,Passengers on board (arrivals),LONDON/CITY,2010-07-01,18169
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2010-04-01,7225
Passenger,Passengers on board (arrivals),GENEVA,2010-04-01,3663
Passenger,Passengers on board (arrivals),ZURICH,2010-04-01,13214
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2010-04-01,13209
Passenger,Passengers on board (arrivals),MUENCHEN,2010-04-01,1044
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2010-04-01,10384
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2010-04-01,7658
Passenger,Passengers on board (arrivals),GRAN CANARIA,2010-04-01,2809
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2010-04-01,3439
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2010-04-01,3696
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2010-04-01,4266
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2010-04-01,6654
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2010-04-01,3839
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2010-04-01,7091
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2010-04-01,3812
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2010-04-01,4246
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2010-04-01,3956
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2010-04-01,11549
Passenger,Passengers on board (arrivals),PORTO,2010-04-01,10792
Passenger,Passengers on board (arrivals),LISBOA,2010-04-01,3372
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2010-04-01,4486
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2010-04-01,6913
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2010-04-01,2984
Passenger,Passengers on board (arrivals),LONDON GATWICK,2010-04-01,8020
Passenger,Passengers on board (arrivals),LONDON/CITY,2010-04-01,17694
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2010-01-01,6198
Passenger,Passengers on board (arrivals),GENEVA,2010-01-01,3841
Passenger,Passengers on board (arrivals),ZURICH,2010-01-01,12369
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2010-01-01,11901
Passenger,Passengers on board (arrivals),MUENCHEN,2010-01-01,1399
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2010-01-01,12280
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2010-01-01,6287
Passenger,Passengers on board (arrivals),GRAN CANARIA,2010-01-01,2412
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2010-01-01,2756
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2010-01-01,2702
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2010-01-01,3705
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2010-01-01,401
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2010-01-01,2676
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2010-01-01,6444
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2010-01-01,3713
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2010-01-01,2894
Passenger,Passengers on board (arrivals),AGADIR/AL MASSIRA,2010-01-01,2015
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2010-01-01,9428
Passenger,Passengers on board (arrivals),PORTO,2010-01-01,12050
Passenger,Passengers on board (arrivals),LISBOA,2010-01-01,397
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2010-01-01,2266
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2010-01-01,1819
Passenger,Passengers on board (arrivals),ANTALYA (MIL-CIV),2010-01-01,6
Passenger,Passengers on board (arrivals),LONDON GATWICK,2010-01-01,6569
Passenger,Passengers on board (arrivals),LONDON/CITY,2010-01-01,16955
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2009-10-01,7355
Passenger,Passengers on board (arrivals),GENEVA,2009-10-01,3862
Passenger,Passengers on board (arrivals),ZURICH,2009-10-01,14822
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2009-10-01,12463
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2009-10-01,9196
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2009-10-01,3098
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2009-10-01,6959
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2009-10-01,3196
Passenger,Passengers on board (arrivals),GRAN CANARIA,2009-10-01,3192
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2009-10-01,2845
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2009-10-01,3392
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2009-10-01,4111
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2009-10-01,1934
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2009-10-01,2944
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2009-10-01,7560
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2009-10-01,3879
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2009-10-01,3411
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2009-10-01,8943
Passenger,Passengers on board (arrivals),PORTO,2009-10-01,12546
Passenger,Passengers on board (arrivals),LISBOA,2009-10-01,1382
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2009-10-01,4728
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2009-10-01,4851
Passenger,Passengers on board (arrivals),LONDON GATWICK,2009-10-01,8755
Passenger,Passengers on board (arrivals),LONDON/CITY,2009-10-01,18559
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2009-07-01,6464
Passenger,Passengers on board (arrivals),GENEVA,2009-07-01,3195
Passenger,Passengers on board (arrivals),ZURICH,2009-07-01,12749
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2009-07-01,15366
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2009-07-01,8446
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2009-07-01,2986
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2009-07-01,6481
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2009-07-01,3058
Passenger,Passengers on board (arrivals),GRAN CANARIA,2009-07-01,3314
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2009-07-01,3542
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2009-07-01,4291
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2009-07-01,3678
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2009-07-01,13576
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2009-07-01,4867
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2009-07-01,6764
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2009-07-01,3345
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2009-07-01,3959
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2009-07-01,9987
Passenger,Passengers on board (arrivals),PORTO,2009-07-01,13895
Passenger,Passengers on board (arrivals),LISBOA,2009-07-01,4243
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2009-07-01,8583
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2009-07-01,13114
Passenger,Passengers on board (arrivals),LONDON GATWICK,2009-07-01,8617
Passenger,Passengers on board (arrivals),LONDON/CITY,2009-07-01,14895
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2009-04-01,7400
Passenger,Passengers on board (arrivals),GENEVA,2009-04-01,3852
Passenger,Passengers on board (arrivals),ZURICH,2009-04-01,13009
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2009-04-01,15599
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2009-04-01,8795
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2009-04-01,3158
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2009-04-01,7553
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2009-04-01,3455
Passenger,Passengers on board (arrivals),GRAN CANARIA,2009-04-01,3230
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2009-04-01,2853
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2009-04-01,3856
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2009-04-01,4666
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2009-04-01,6723
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2009-04-01,3968
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2009-04-01,7144
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2009-04-01,3815
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2009-04-01,3548
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2009-04-01,9302
Passenger,Passengers on board (arrivals),PORTO,2009-04-01,12360
Passenger,Passengers on board (arrivals),LISBOA,2009-04-01,3279
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2009-04-01,5646
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2009-04-01,8676
Passenger,Passengers on board (arrivals),LONDON GATWICK,2009-04-01,9628
Passenger,Passengers on board (arrivals),LONDON/CITY,2009-04-01,16025
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2009-01-01,6194
Passenger,Passengers on board (arrivals),GENEVA,2009-01-01,3975
Passenger,Passengers on board (arrivals),ZURICH,2009-01-01,9736
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2009-01-01,14299
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2009-01-01,7419
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2009-01-01,3051
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2009-01-01,5821
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2009-01-01,3142
Passenger,Passengers on board (arrivals),GRAN CANARIA,2009-01-01,4201
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2009-01-01,2558
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2009-01-01,2468
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2009-01-01,3859
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2009-01-01,696
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2009-01-01,2604
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2009-01-01,7551
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2009-01-01,3919
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2009-01-01,2847
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2009-01-01,7528
Passenger,Passengers on board (arrivals),PORTO,2009-01-01,9896
Passenger,Passengers on board (arrivals),LISBOA,2009-01-01,2324
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2009-01-01,2661
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2009-01-01,2608
Passenger,Passengers on board (arrivals),LONDON GATWICK,2009-01-01,7416
Passenger,Passengers on board (arrivals),LONDON/CITY,2009-01-01,14978
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2008-10-01,7575
Passenger,Passengers on board (arrivals),GENEVA,2008-10-01,4110
Passenger,Passengers on board (arrivals),ZURICH,2008-10-01,11007
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2008-10-01,15423
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2008-10-01,8245
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2008-10-01,3847
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2008-10-01,7650
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2008-10-01,2004
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2008-10-01,1811
Passenger,Passengers on board (arrivals),GRAN CANARIA,2008-10-01,4569
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2008-10-01,3509
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2008-10-01,2834
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2008-10-01,4321
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2008-10-01,3972
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2008-10-01,3063
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2008-10-01,9411
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2008-10-01,4797
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2008-10-01,3160
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2008-10-01,9073
Passenger,Passengers on board (arrivals),PORTO,2008-10-01,9145
Passenger,Passengers on board (arrivals),LISBOA,2008-10-01,2869
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2008-10-01,3698
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2008-10-01,5768
Passenger,Passengers on board (arrivals),LONDON GATWICK,2008-10-01,7297
Passenger,Passengers on board (arrivals),LONDON/CITY,2008-10-01,16691
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2008-10-01,1183
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2008-07-01,7774
Passenger,Passengers on board (arrivals),GENEVA,2008-07-01,3745
Passenger,Passengers on board (arrivals),ZURICH,2008-07-01,12253
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2008-07-01,17415
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2008-07-01,8116
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2008-07-01,3887
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2008-07-01,8437
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2008-07-01,3136
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2008-07-01,7582
Passenger,Passengers on board (arrivals),GRAN CANARIA,2008-07-01,5055
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2008-07-01,4906
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2008-07-01,3950
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2008-07-01,3984
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2008-07-01,16983
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2008-07-01,4820
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2008-07-01,9248
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2008-07-01,4270
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2008-07-01,3776
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2008-07-01,10305
Passenger,Passengers on board (arrivals),PORTO,2008-07-01,11502
Passenger,Passengers on board (arrivals),LISBOA,2008-07-01,4359
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2008-07-01,8837
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2008-07-01,12781
Passenger,Passengers on board (arrivals),LONDON GATWICK,2008-07-01,7175
Passenger,Passengers on board (arrivals),LONDON/CITY,2008-07-01,14389
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2008-07-01,5059
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2008-04-01,8461
Passenger,Passengers on board (arrivals),GENEVA,2008-04-01,4823
Passenger,Passengers on board (arrivals),ZURICH,2008-04-01,11528
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2008-04-01,18021
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2008-04-01,7938
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2008-04-01,4172
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2008-04-01,12103
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2008-04-01,3393
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2008-04-01,3231
Passenger,Passengers on board (arrivals),GRAN CANARIA,2008-04-01,4657
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2008-04-01,3812
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2008-04-01,3503
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2008-04-01,4828
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2008-04-01,8648
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2008-04-01,4459
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2008-04-01,10739
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2008-04-01,6012
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2008-04-01,3822
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2008-04-01,10417
Passenger,Passengers on board (arrivals),PORTO,2008-04-01,9574
Passenger,Passengers on board (arrivals),LISBOA,2008-04-01,3289
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2008-04-01,5599
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2008-04-01,8603
Passenger,Passengers on board (arrivals),LONDON GATWICK,2008-04-01,7717
Passenger,Passengers on board (arrivals),LONDON/CITY,2008-04-01,16802
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2008-04-01,4905
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2008-01-01,6247
Passenger,Passengers on board (arrivals),GENEVA,2008-01-01,4440
Passenger,Passengers on board (arrivals),ZURICH,2008-01-01,10262
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2008-01-01,16028
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2008-01-01,5722
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2008-01-01,3285
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2008-01-01,10067
Passenger,Passengers on board (arrivals),HURGHADA / INTL,2008-01-01,2547
Passenger,Passengers on board (arrivals),GRAN CANARIA,2008-01-01,4785
Passenger,Passengers on board (arrivals),TENERIFE SUR/REINA SOFIA,2008-01-01,3476
Passenger,Passengers on board (arrivals),BARCELONA/EL PRAT,2008-01-01,2716
Passenger,Passengers on board (arrivals),ADOLFO SUAREZ MADRID-BARAJAS,2008-01-01,4424
Passenger,Passengers on board (arrivals),PALMA DE MALLORCA,2008-01-01,1214
Passenger,Passengers on board (arrivals),NICE-COTE D'AZUR,2008-01-01,3252
Passenger,Passengers on board (arrivals),PARIS-CHARLES DE GAULLE,2008-01-01,10217
Passenger,Passengers on board (arrivals),MILANO/MALPENSA,2008-01-01,5699
Passenger,Passengers on board (arrivals),ROMA/FIUMICINO,2008-01-01,2909
Passenger,Passengers on board (arrivals),AMSTERDAM/SCHIPHOL,2008-01-01,8026
Passenger,Passengers on board (arrivals),PORTO,2008-01-01,11647
Passenger,Passengers on board (arrivals),LISBOA,2008-01-01,2588
Passenger,Passengers on board (arrivals),MONASTIR/HABIB BOURGUIBA,2008-01-01,3423
Passenger,Passengers on board (arrivals),DJERBA/ZARZIS,2008-01-01,3119
Passenger,Passengers on board (arrivals),LONDON GATWICK,2008-01-01,6294
Passenger,Passengers on board (arrivals),LONDON/CITY,2008-01-01,15003
Passenger,Passengers on board (arrivals),LONDON HEATHROW,2008-01-01,4493
Passenger,Passengers on board (arrivals),WIEN-SCHWECHAT,2007-10-01,7445
Passenger,Passengers on board (arrivals),GENEVA,2007-10-01,4514
Passenger,Passengers on board (arrivals),ZURICH,2007-10-01,10658
Passenger,Passengers on board (arrivals),FRANKFURT/MAIN,2007-10-01,17032
Passenger,Passengers on board (arrivals),SAARBRUECKEN,2007-10-01,5386
Passenger,Passengers on board (arrivals),BERLIN-TEGEL,2007-10-01,4328
Passenger,Passengers on board (arrivals),KOBENHAVN/KASTRUP,2007-10-01,9549
Passenger,Passengers on board (arrivals),IRAKLION/NIKOS KAZANTZAKIS,2007-10-01,1790
